Keyword,Tracked,Campaigns,Min Monthly Volume,Max Monthly Volume,Relevancy,Monthly Volume,Search Intent,Difficulty,Last Updated,Top queries,Clicks,Impressions,CTR,Position,_merge,Primary Keyword,Supporting Keywords
social network services,FALSE,,11,50,0.004726981113814902,24.0,informational,68.0,2024-07-23,,,,,,left_only,social network services,"social influence, social networking services"
shiba inu black,FALSE,,2901,4300,0.007389595028606661,3351.0,informational,41.0,2024-07-24,,,,,,left_only,shiba inu black,"shiba inu, shiba inu meme, shiba inu rescue, shiba inu puppy"
animal lovers,FALSE,,2901,4300,0.004726981113814902,3300.0,informational,43.0,2024-04-13,,,,,,left_only,animal lovers,"animal shelters, animal rescue famous, animal rescue famous, animal rescuer famous, animal rescuer famous, animal rescuer famous"
internet marketing,FALSE,,2901,4300,0.004726981113814902,3300.0,informational,62.0,2024-07-27,,,,,,left_only,,
influencers,FALSE,,11501,30300,0.006204162711882058,13685.0,informational,54.0,2024-07-14,,,,,,left_only,,
animal shelters,FALSE,,11501,30300,0.0076059401022942974,18183.0,transactional,59.0,2024-07-14,,,,,,left_only,,
best friends animal society,FALSE,,11501,30300,0.0076059401022942974,20024.0,navigational,65.0,2024-06-30,,,,,,left_only,,
amazon mechanical turk,FALSE,,11501,30300,0.004726981113814902,20250.0,informational,73.0,2024-07-14,,,,,,left_only,amazon mechanical turk,
social media marketing,FALSE,,11501,30300,0.004825459887019378,16550.0,informational,73.0,2024-07-27,,,,,,left_only,,
shiba inu,FALSE,,118001,300000,0.007686942075819866,259414.0,informational,65.0,2024-07-25,,,,,,left_only,,
pet,FALSE,,118001,300000,0.006204162711882058,181948.0,informational,70.0,2024-07-25,,,,,,left_only,,
pets,FALSE,,118001,300000,0.005416332526246241,181948.0,navigational,72.0,2024-07-25,,,,,,left_only,,
grumpy cat breed,FALSE,,1701,2900,0.007385914295561561,2200.0,informational,31.0,2023-11-13,,,,,,left_only,,
best dog movies,FALSE,,1701,2900,0.00739266934658929,1800.0,informational,40.0,2024-03-12,,,,,,left_only,,
female entrepreneurs,FALSE,,1701,2900,0.004726981113814902,2415.0,informational,49.0,2024-07-25,,,,,,left_only,female entrepreneurs,successful entrepreneurs
shiba inu meme,FALSE,,1701,2900,0.007389595028606661,2783.0,informational,57.0,2024-07-04,,,,,,left_only,,
influence book,FALSE,,1701,2900,0.008400029457119951,1825.0,informational,61.0,2024-06-18,,,,,,left_only,,
social influence,FALSE,,1701,2900,0.008397723199034519,2701.0,informational,62.0,2024-07-25,,,,,,left_only,,
ellabean,FALSE,,101,200,0.011461552536372677,102.0,informational,23.0,2024-06-29,,,,,,left_only,ellabean,"ellabean, ellabean"
ellabean,FALSE,,101,200,0.06085817213082956,102.0,informational,23.0,2024-06-29,,,,,,left_only,ellabean,"ellabean, ellabean"
ellabean,FALSE,,101,200,0.007387863837632004,102.0,informational,23.0,2024-06-29,,,,,,left_only,ellabean,"ellabean, ellabean"
great products,FALSE,,101,200,0.004726981113814902,130.0,navigational,24.0,2024-07-05,,,,,,left_only,,
what is considered old age for a cat?,FALSE,,101,200,0.2732073229715829,102.0,informational,30.0,2024-07-23,,,,,,left_only,what is considered old age for a cat?,
potential clients,FALSE,,101,200,0.004726981113814902,195.0,informational,33.0,2024-07-21,,,,,,left_only,potential clients,"the dog agency clients, the dog agency clients, the dog agency clients"
social data,FALSE,,101,200,0.004825459887019378,129.0,informational,36.0,2024-07-24,,,,,,left_only,,
dog names from movies funny,FALSE,,101,200,0.007389595028606661,174.0,informational,36.0,2024-05-18,,,,,,left_only,,
can i sell my dog to a pet store,FALSE,,101,200,0.007686942075819866,142.0,informational,37.0,2024-06-23,,,,,,left_only,,
famous dog cartoon characters,FALSE,,101,200,0.007686942075819866,105.0,commercial,37.0,2024-07-15,,,,,,left_only,,
famous dog cartoon characters,FALSE,,101,200,0.00739266934658929,105.0,commercial,37.0,2024-07-15,,,,,,left_only,,
women of influence,FALSE,,101,200,0.008398116101725235,172.0,informational,38.0,2024-01-30,,,,,,left_only,,
best dog movies on netflix,FALSE,,101,200,0.007389595028606661,174.0,commercial,40.0,2023-08-29,,,,,,left_only,,
hr professionals,FALSE,,101,200,0.004726981113814902,174.0,informational,45.0,2024-07-14,,,,,,left_only,,
how to help a depressed cat,FALSE,,101,200,0.27225374758972815,160.0,informational,46.0,2024-06-23,,,,,,left_only,,
influence at work,FALSE,,101,200,0.008400961696668905,104.0,informational,47.0,2024-06-18,,,,,,left_only,,
why are cats so popular on the internet,FALSE,,101,200,0.28636530949113465,142.0,informational,48.0,2024-07-09,,,,,,left_only,why are cats so popular on the internet,"what are the top 10 most popular pets?, what are the top 10 most popular pets?, early internet cats"
social channels,FALSE,,101,200,0.00512089620663281,160.0,commercial,57.0,2024-07-24,,,,,,left_only,,
networking sites,FALSE,,101,200,0.004726981113814902,160.0,informational,58.0,2024-07-20,,,,,,left_only,networking sites,"social networking services, online sites"
what influence,FALSE,,101,200,0.008511735809828615,102.0,informational,59.0,2024-07-09,,,,,,left_only,,
what is an influence,FALSE,,101,200,0.008511735809828615,102.0,informational,59.0,2024-07-15,,,,,,left_only,,
what is an influence,FALSE,,101,200,0.008511735809828615,102.0,informational,59.0,2024-07-15,,,,,,left_only,,
what influence,FALSE,,101,200,0.008511735809828615,102.0,informational,59.0,2024-07-09,,,,,,left_only,,
is grumpy cat still alive?,FALSE,,101,200,0.2928445675219278,163.0,informational,62.0,2024-05-16,,,,,,left_only,,
social networking services,FALSE,,101,200,0.004726981113814902,132.0,informational,66.0,2024-07-22,,,,,,left_only,,
online sites,FALSE,,101,200,0.004628502340610423,105.0,navigational,70.0,2024-07-26,,,,,,left_only,,
drug influence,FALSE,,101,200,0.008387635584470306,132.0,informational,75.0,2024-07-12,,,,,,left_only,,
famous cats names,FALSE,,851,1700,0.007391814313496297,994.0,informational,28.0,2024-07-21,,,,,,left_only,famous cats names,"famous cats names, dog names from movies, dog names from movies, famous cartoon cats, famous male cats, s dog breed names"
shiba inu rescue,FALSE,,851,1700,0.007389595028606661,1216.0,informational,28.0,2024-07-04,,,,,,left_only,,
famous cats names,FALSE,,851,1700,0.007661528098847817,994.0,informational,28.0,2024-07-21,,,,,,left_only,famous cats names,"famous cats names, dog names from movies, dog names from movies, famous cartoon cats, famous male cats, s dog breed names"
dog names from movies,FALSE,,851,1700,0.00739266934658929,866.0,informational,33.0,2024-07-24,,,,,,left_only,,
dog names from movies,FALSE,,851,1700,0.007686942075819866,866.0,informational,33.0,2024-07-24,,,,,,left_only,,
online community,FALSE,,851,1700,0.004825459887019378,857.0,informational,38.0,2024-07-22,,,,,,left_only,,
famous cartoon cats,FALSE,,851,1700,0.01241982404129949,1200.0,informational,43.0,2024-05-02,,,,,,left_only,,
successful entrepreneurs,FALSE,,851,1700,0.004628502340610423,950.0,informational,47.0,2024-07-25,,,,,,left_only,,
what is bo,FALSE,,851,1700,0.2510509263552011,977.0,informational,49.0,2024-06-22,,,,,,left_only,what is bo,"what is above the influence, what is above the influence, what is group influence, what is group influence, what is a cat video, what is a influence, what is a influence"
famous male cats,FALSE,,851,1700,0.007390151002780217,1651.0,informational,51.0,2024-05-02,,,,,,left_only,,
dog sports,FALSE,,851,1700,0.004726981113814902,950.0,informational,52.0,2024-07-26,,,,,,left_only,dog sports,
social media campaigns,FALSE,,851,1700,0.004726981113814902,1216.0,informational,53.0,2024-07-10,,,,,,left_only,,
target customers,FALSE,,851,1700,0.004923938660223855,1185.0,informational,60.0,2024-07-14,,,,,,left_only,,
branded content,FALSE,,851,1700,0.004726981113814902,1003.0,informational,60.0,2024-07-18,,,,,,left_only,branded content,relevant content
how to influence people,FALSE,,851,1700,0.008408048208165968,1450.0,informational,62.0,2024-07-16,,,,,,left_only,,
how to influence people,FALSE,,851,1700,0.008408048208165968,1450.0,informational,62.0,2024-07-16,,,,,,left_only,,
web analytics,FALSE,,851,1700,0.004726981113814902,1450.0,informational,68.0,2024-07-24,,,,,,left_only,web analytics,
nala cat,FALSE,,851,1700,0.38025634430727023,950.0,navigational,68.0,2024-07-24,,,,,,left_only,nala cat,
linkedin groups,FALSE,,851,1700,0.004923938660223855,1435.0,navigational,70.0,2024-07-10,,,,,,left_only,linkedin groups,
maru cat,FALSE,,851,1700,0.007390151002780217,1216.0,informational,73.0,2024-05-02,,,,,,left_only,maru cat,
shiba inu puppy,FALSE,,9301,11500,0.007389595028606661,11100.0,informational,49.0,2024-07-04,,,,,,left_only,,
social media platforms,FALSE,,9301,11500,0.004726981113814902,11100.0,commercial,68.0,2024-07-26,,,,,,left_only,,
relevant content,FALSE,,51,100,0.004726981113814902,85.0,informational,35.0,2024-07-15,,,,,,left_only,,
how.to.become a pet influencer,TRUE,Social Petworker,51,100,0.43651749282275043,74.0,informational,36.0,2024-07-02,,,,,,left_only,,
how.to.become a pet influencer,TRUE,Social Petworker,51,100,0.2616609644744767,74.0,informational,36.0,2024-07-02,,,,,,left_only,,
top animal shelters in the united states,FALSE,,51,100,0.0076059401022942974,73.0,informational,37.0,2024-06-30,,,,,,left_only,top animal shelters in the united states,
do cats get sad when you leave?,FALSE,,51,100,0.2928445675219278,64.0,informational,39.0,2024-06-23,,,,,,left_only,,
who has the most followers on instagram 2019?,FALSE,,51,100,0.2659486500225821,64.0,informational,40.0,2024-06-23,,,,,,left_only,,
personal influence,FALSE,,51,100,0.008392464430646068,70.0,,43.0,2024-02-21,,,,,,left_only,,
government influence,FALSE,,51,100,0.008399583586895689,56.0,informational,45.0,2024-05-29,,,,,,left_only,,
do cats get mad at their owners?,FALSE,,51,100,0.2928445675219278,64.0,informational,47.0,2024-06-22,,,,,,left_only,,
biggest social media influencers,FALSE,,51,100,0.26579253395354396,87.0,commercial,51.0,2024-07-07,,,,,,left_only,,
online space,FALSE,,51,100,0.004825459887019378,92.0,navigational,53.0,2024-07-06,,,,,,left_only,,
online social networks,FALSE,,51,100,0.004825459887019378,85.0,navigational,69.0,2024-07-23,,,,,,left_only,,
brand influence,FALSE,,,10,0.008390588472721804,11.0,navigational,10.0,2024-01-12,,,,,,left_only,,
dog influencer agency,FALSE,,,10,0.14062120443628817,1.0,navigational,12.0,2024-06-29,,,,,,left_only,,
dog influencer agency,FALSE,,,10,0.13374663021212319,1.0,navigational,12.0,2024-06-29,,,,,,left_only,,
dog influencer agency,FALSE,,,10,0.2792099665709407,1.0,navigational,12.0,2024-06-29,,,,,,left_only,,
how much do pugs cost in california?,FALSE,,,10,0.386685746352413,5.0,informational,17.0,2024-06-26,,,,,,left_only,how much do pugs cost in california?,"how much do instagram dogs make, how much do instagram dogs make, how much does a munchkin cat cost?, how much does a pug cost?, how much does a persian cat cost?, how much do corgi puppies cost?, what problems do pugs have?"
dog product modeling program,FALSE,,,10,0.24634671782613854,1.0,commercial,20.0,2024-06-29,,,,,,left_only,,
dog product modeling program,FALSE,,,10,0.03407180331599979,1.0,commercial,20.0,2024-06-29,,,,,,left_only,,
dog product modeling program,FALSE,,,10,0.4297056204615384,1.0,commercial,20.0,2024-06-29,,,,,,left_only,,
dog influencers australia,TRUE,Social Petworker,,10,0.7984211631810071,1.0,informational,22.0,2024-05-05,,,,,,left_only,,
how much do instagram dogs make,TRUE,Social Petworker,,10,0.11066971249077888,1.0,informational,22.0,2024-07-02,,,,,,left_only,,
how much do instagram dogs make,TRUE,Social Petworker,,10,0.11066971249077888,1.0,informational,22.0,2024-07-02,,,,,,left_only,,
fashion campaign dog,FALSE,,,10,0.4283452956821383,11.0,commercial,23.0,2024-06-29,,,,,,left_only,fashion campaign dog,"fashion campaign dog, fashion campaign dog"
fashion campaign dog,FALSE,,,10,0.26740941856503736,11.0,commercial,23.0,2024-06-29,,,,,,left_only,fashion campaign dog,"fashion campaign dog, fashion campaign dog"
fashion campaign dog,FALSE,,,10,0.26740941856503736,11.0,commercial,23.0,2024-06-29,,,,,,left_only,fashion campaign dog,"fashion campaign dog, fashion campaign dog"
how much does a munchkin cat cost?,FALSE,,,10,0.2732073229715829,1.0,informational,24.0,2024-07-24,,,,,,left_only,,
how much does a pug cost?,FALSE,,,10,0.386685746352413,3.0,informational,25.0,2024-07-13,,,,,,left_only,,
what influences demand in pet cafe,FALSE,,,10,0.012170176789885153,1.0,informational,26.0,2024-07-02,,,,,,left_only,what influences demand in pet cafe,"what influences demand in pet cafe, what influences supply in pet cafe, what influences supply in pet cafe"
what influences demand in pet cafe,FALSE,,,10,0.012170176789885153,1.0,informational,26.0,2024-07-02,,,,,,left_only,what influences demand in pet cafe,"what influences demand in pet cafe, what influences supply in pet cafe, what influences supply in pet cafe"
pet influencers uk,TRUE,Social Petworker,,10,0.9746642623813584,2.0,commercial,26.0,2024-07-26,,,,,,left_only,,
how to put pet on instagram bio,FALSE,,,10,0.38025634430727023,1.0,informational,27.0,2024-07-26,,,,,,left_only,,
how much is a munchkin cat?,FALSE,,,10,0.2928445675219278,11.0,informational,28.0,2024-07-05,,,,,,left_only,how much is a munchkin cat?,"how to tell if your kitten is a munchkin, how much does a persian cat cost?"
famous newfoundland dog owners,FALSE,,,10,0.0114964679259432,1.0,informational,29.0,2024-06-29,,,,,,left_only,,
famous newfoundland dog owners,FALSE,,,10,0.007661528098847817,1.0,informational,29.0,2024-06-29,,,,,,left_only,,
famous newfoundland dog owners,FALSE,,,10,0.010654202264659355,1.0,informational,29.0,2024-06-29,,,,,,left_only,,
what dog instagrams should i tag to get a shoutout,FALSE,,,10,0.24249658093576928,1.0,informational,30.0,2024-07-02,,,,,,left_only,what dog instagrams should i tag to get a shoutout,"what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout"
pete townshend influences,FALSE,,,10,0.012124403407938309,1.0,informational,30.0,2024-06-29,,,,,,left_only,pete townshend influences,urban influence pete
what dog instagrams should i tag to get a shoutout,FALSE,,,10,0.007387863837632004,1.0,informational,30.0,2024-07-02,,,,,,left_only,what dog instagrams should i tag to get a shoutout,"what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout"
what dog instagrams should i tag to get a shoutout,FALSE,,,10,0.24103351075811727,1.0,informational,30.0,2024-07-02,,,,,,left_only,what dog instagrams should i tag to get a shoutout,"what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout"
what dog instagrams should i tag to get a shoutout,FALSE,,,10,0.014431289007307137,1.0,informational,30.0,2024-07-02,,,,,,left_only,what dog instagrams should i tag to get a shoutout,"what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout, what dog instagrams should i tag to get a shoutout"
how to tell if your kitten is a munchkin,FALSE,,,10,0.2510509263552011,5.0,informational,32.0,2024-07-23,,,,,,left_only,,
famous dogs in ancient history,FALSE,,,10,0.007661528098847817,8.0,informational,32.0,2024-06-29,,,,,,left_only,,
famous dogs in ancient history,FALSE,,,10,0.011091750245283022,8.0,informational,32.0,2024-06-29,,,,,,left_only,,
how much does a persian cat cost?,FALSE,,,10,0.2732073229715829,1.0,informational,32.0,2024-07-12,,,,,,left_only,,
famous dogs in ancient history,FALSE,,,10,0.007391814313496297,8.0,informational,32.0,2024-06-29,,,,,,left_only,,
the dog agency careers,FALSE,,,10,0.007389595028606661,6.0,navigational,33.0,2024-06-29,,,,,,left_only,,
the dog agency phone number,FALSE,,,10,0.007389595028606661,5.0,navigational,33.0,2024-06-29,,,,,,left_only,,
the dog agency careers,FALSE,,,10,0.024551750999483507,6.0,navigational,33.0,2024-06-29,,,,,,left_only,,
the dog agency careers,FALSE,,,10,0.011643400238774452,6.0,navigational,33.0,2024-06-29,,,,,,left_only,,
the dog agency phone number,FALSE,,,10,0.011643400238774452,5.0,navigational,33.0,2024-06-29,,,,,,left_only,,
the dog agency phone number,FALSE,,,10,0.024551750999483507,5.0,navigational,33.0,2024-06-29,,,,,,left_only,,
the dog agency address,FALSE,,,10,0.007389595028606661,2.0,navigational,34.0,2024-06-29,,,,,,left_only,,
what influences supply in pet cafe,FALSE,,,10,0.012169854585447969,1.0,informational,34.0,2024-07-02,,,,,,left_only,,
what influences supply in pet cafe,FALSE,,,10,0.012169854585447969,1.0,informational,34.0,2024-07-02,,,,,,left_only,,
what is above the influence,FALSE,,,10,0.008511735809828615,1.0,informational,34.0,2024-07-14,,,,,,left_only,,
what is above the influence,FALSE,,,10,0.008511735809828615,1.0,informational,34.0,2024-07-14,,,,,,left_only,,
what is the life expectancy of a ragdoll cat?,FALSE,,,10,0.2813045454451532,1.0,informational,34.0,2024-07-06,,,,,,left_only,,
the dog agency address,FALSE,,,10,0.011643400238774452,2.0,navigational,34.0,2024-06-29,,,,,,left_only,,
the dog agency address,FALSE,,,10,0.024551750999483507,2.0,navigational,34.0,2024-06-29,,,,,,left_only,,
dog picture make a connection,FALSE,,,10,0.13673636266524486,1.0,informational,35.0,2024-06-29,,,,,,left_only,dog picture make a connection,"dog picture make a connection, dog picture make a connection"
unique ways,FALSE,,,10,0.004726981113814902,1.0,navigational,35.0,2024-06-27,,,,,,left_only,,
make your dog work for a living,FALSE,,,10,0.14064715216928822,1.0,informational,35.0,2024-06-29,,,,,,left_only,make your dog work for a living,"make your dog work for a living, make your dog work for a living"
style influence,FALSE,,,10,0.008389933136599257,1.0,informational,35.0,2023-06-21,,,,,,left_only,,
can pugs be left alone?,FALSE,,,10,0.2928445675219278,1.0,informational,35.0,2024-07-13,,,,,,left_only,,
dog picture make a connection,FALSE,,,10,0.23359023887852545,1.0,informational,35.0,2024-06-29,,,,,,left_only,dog picture make a connection,"dog picture make a connection, dog picture make a connection"
make your dog work for a living,FALSE,,,10,0.24338395383043482,1.0,informational,35.0,2024-06-29,,,,,,left_only,make your dog work for a living,"make your dog work for a living, make your dog work for a living"
make your dog work for a living,FALSE,,,10,0.008581053830799986,1.0,informational,35.0,2024-06-29,,,,,,left_only,make your dog work for a living,"make your dog work for a living, make your dog work for a living"
dog picture make a connection,FALSE,,,10,0.008581053830799986,1.0,informational,35.0,2024-06-29,,,,,,left_only,dog picture make a connection,"dog picture make a connection, dog picture make a connection"
how much do corgi puppies cost?,FALSE,,,10,0.2928445675219278,8.0,informational,36.0,2024-07-21,,,,,,left_only,,
peter kuhn influence health,FALSE,,,10,0.012138901018440259,1.0,informational,36.0,2024-06-29,,,,,,left_only,peter kuhn influence health,
should a pet influencer attend,TRUE,Social Petworker,,10,0.874537302081996,1.0,informational,36.0,2024-07-26,,,,,,left_only,,
canine agent,FALSE,,,10,0.10928280348187193,1.0,informational,37.0,2024-06-29,,,,,,left_only,,
the dog agency glassdoor,FALSE,,,10,0.007389595028606661,1.0,informational,37.0,2024-06-29,,,,,,left_only,,
canine agent,FALSE,,,10,0.0115445467134131,1.0,informational,37.0,2024-06-29,,,,,,left_only,,
the dog agency glassdoor,FALSE,,,10,0.011643400238774452,1.0,informational,37.0,2024-06-29,,,,,,left_only,,
the dog agency glassdoor,FALSE,,,10,0.011312485642877472,1.0,informational,37.0,2024-06-29,,,,,,left_only,,
how do i calm an aggressive cat?,FALSE,,,10,0.2732073229715829,11.0,informational,38.0,2024-07-02,,,,,,left_only,how do i calm an aggressive cat?,
urban influence pete,FALSE,,,10,0.012176587246722036,1.0,informational,38.0,2024-06-29,,,,,,left_only,,
peter voulkos influences,FALSE,,,10,0.012129405743066996,1.0,informational,39.0,2024-06-29,,,,,,left_only,,
how can you tell if a cat is happy or unhappy?,FALSE,,,10,0.2928445675219278,8.0,informational,39.0,2024-06-23,,,,,,left_only,,
what are the symptoms of a cat going blind?,FALSE,,,10,0.2732073229715829,2.0,informational,39.0,2024-07-22,,,,,,left_only,what are the symptoms of a cat going blind?,what is the personality of a persian cat?
in the context of modern contributors which of the following ideas was championed by peter drucker that continues to be influential to this day,FALSE,,,10,0.012097652294367139,1.0,informational,39.0,2024-06-29,,,,,,left_only,in the context of modern contributors which of the following ideas was championed by peter drucker that continues to be influential to this day,
is a cat a good pet?,FALSE,,,10,0.2732073229715829,1.0,informational,39.0,2024-07-22,,,,,,left_only,,
man and his dog pop culture,FALSE,,,10,0.007638259627174606,1.0,informational,39.0,2024-06-29,,,,,,left_only,,
animal rescue famous,FALSE,,,10,0.011357319099234866,1.0,commercial,39.0,2024-06-29,,,,,,left_only,,
what is the cutest cat on earth?,FALSE,,,10,0.2928445675219278,3.0,informational,39.0,2024-06-23,,,,,,left_only,,
man and his dog pop culture,FALSE,,,10,0.011461552536372677,1.0,informational,39.0,2024-06-29,,,,,,left_only,,
what is a teddy bear pomeranian?,FALSE,,,10,0.386685746352413,1.0,informational,39.0,2024-07-23,,,,,,left_only,what is a teddy bear pomeranian?,"what is a influence, what is a influence"
man and his dog pop culture,FALSE,,,10,0.1513980023555117,1.0,informational,39.0,2024-06-29,,,,,,left_only,,
animal rescue famous,FALSE,,,10,0.007568795909046997,1.0,commercial,39.0,2024-06-29,,,,,,left_only,,
dog trainer influencer,FALSE,,,10,0.2709705084386686,1.0,commercial,40.0,2024-06-29,,,,,,left_only,,
peter sloterdijk influenced by,FALSE,,,10,0.012096313832614038,5.0,informational,40.0,2024-06-29,,,,,,left_only,,
dog in dodge,FALSE,,,10,0.007387863837632004,1.0,informational,40.0,2024-06-14,,,,,,left_only,dog in dodge,
dog trainer influencer,FALSE,,,10,0.5049376629500437,1.0,commercial,40.0,2024-06-29,,,,,,left_only,,
dog trainer influencer,FALSE,,,10,0.4750270582658607,1.0,commercial,40.0,2024-06-29,,,,,,left_only,,
can cats crying?,FALSE,,,10,0.2813045454451532,1.0,informational,41.0,2024-06-23,,,,,,left_only,,
peter brook influences,FALSE,,,10,0.012155936662044247,1.0,informational,42.0,2024-06-29,,,,,,left_only,,
how did peter influence the development of christianity,FALSE,,,10,0.012163582682958179,4.0,informational,42.0,2024-07-02,,,,,,left_only,how did peter influence the development of christianity,"how did peter influence the development of christianity, how influence, how influence"
famous havanese dog owners,FALSE,,,10,0.0114964679259432,5.0,informational,42.0,2024-06-29,,,,,,left_only,,
famous pets from movies,FALSE,,,10,0.0095768658091461,1.0,informational,42.0,2024-06-29,,,,,,left_only,,
peter paul rubens influences,FALSE,,,10,0.012130036762657387,11.0,informational,42.0,2024-06-29,,,,,,left_only,,
famous havanese dog owners,FALSE,,,10,0.010654202264659355,5.0,informational,42.0,2024-06-29,,,,,,left_only,,
famous havanese dog owners,FALSE,,,10,0.007661528098847817,5.0,informational,42.0,2024-06-29,,,,,,left_only,,
how do you stop bad cat behavior?,FALSE,,,10,0.2928445675219278,3.0,informational,42.0,2024-07-16,,,,,,left_only,how do you stop bad cat behavior?,
the dog agency clients,FALSE,,,10,0.024551750999483507,1.0,navigational,42.0,2024-06-29,,,,,,left_only,,
the dog agency clients,FALSE,,,10,0.011643400238774452,1.0,navigational,42.0,2024-06-29,,,,,,left_only,,
famous pets from movies,FALSE,,,10,0.23518930155418188,1.0,informational,42.0,2024-06-29,,,,,,left_only,,
how did peter influence the development of christianity,FALSE,,,10,0.012163582682958179,4.0,informational,42.0,2024-07-02,,,,,,left_only,how did peter influence the development of christianity,"how did peter influence the development of christianity, how influence, how influence"
famous pets from movies,FALSE,,,10,0.01437051841165572,1.0,informational,42.0,2024-06-29,,,,,,left_only,,
the dog agency clients,FALSE,,,10,0.007389595028606661,1.0,navigational,42.0,2024-06-29,,,,,,left_only,,
dog brands on instagram,FALSE,,,10,0.8033764756471844,1.0,commercial,43.0,2024-07-26,,,,,,left_only,,
dog brands on instagram,FALSE,,,10,0.09363527863981269,1.0,commercial,43.0,2024-07-26,,,,,,left_only,,
influence on or over,FALSE,,,10,0.008511735809828615,10.0,informational,43.0,2024-07-10,,,,,,left_only,influence on or over,
is purring a sign of happiness?,FALSE,,,10,0.2928445675219278,2.0,informational,43.0,2024-06-23,,,,,,left_only,is purring a sign of happiness?,
how to have a happy cat,FALSE,,,10,0.27225374758972815,1.0,informational,43.0,2024-06-23,,,,,,left_only,,
dog brands on instagram,FALSE,,,10,0.13374663021212319,1.0,commercial,43.0,2024-07-26,,,,,,left_only,,
instagram captions for dogs,FALSE,,,10,0.007661528098847817,11.0,informational,44.0,2024-02-05,,,,,,left_only,,
where can i buy a boo dog,FALSE,,,10,0.8295327000277154,2.0,transactional,44.0,2024-07-25,,,,,,left_only,where can i buy a boo dog,is boo a real dog?
instagram captions for dogs,FALSE,,,10,0.007391814313496297,11.0,informational,44.0,2024-02-05,,,,,,left_only,,
instagram captions for dogs,FALSE,,,10,0.0114964679259432,11.0,informational,44.0,2024-02-05,,,,,,left_only,,
s dog breed names,FALSE,,,10,0.007387863837632004,5.0,informational,44.0,2024-07-05,,,,,,left_only,,
what is the personality of a persian cat?,FALSE,,,10,0.2732073229715829,2.0,informational,44.0,2024-07-11,,,,,,left_only,,
what is a cat lover called?,FALSE,,,10,0.2732073229715829,2.0,informational,44.0,2024-07-02,,,,,,left_only,,
peter green influences,FALSE,,,10,0.012188068489499304,1.0,informational,45.0,2024-06-29,,,,,,left_only,,
famous pet owners,FALSE,,,10,0.4909882794614503,1.0,informational,45.0,2024-06-29,,,,,,left_only,,
what pet products sell best?,FALSE,,,10,0.2659486500225821,1.0,commercial,45.0,2024-07-22,,,,,,left_only,what pet products sell best?,what pet products sell best?
what problems do pugs have?,FALSE,,,10,0.386685746352413,1.0,informational,45.0,2024-07-13,,,,,,left_only,,
are pugs a good dog?,FALSE,,,10,0.386685746352413,2.0,informational,45.0,2024-07-13,,,,,,left_only,,
famous pet owners,FALSE,,,10,0.481995542771041,1.0,informational,45.0,2024-06-29,,,,,,left_only,,
what pet products sell best?,FALSE,,,10,0.45730140915326095,1.0,commercial,45.0,2024-07-22,,,,,,left_only,what pet products sell best?,what pet products sell best?
famous pet owners,FALSE,,,10,0.27134451595119163,1.0,informational,45.0,2024-06-29,,,,,,left_only,,
what is group influence,FALSE,,,10,0.008399971035877777,2.0,informational,46.0,2024-07-14,,,,,,left_only,,
how we influence each other,FALSE,,,10,0.008511735809828615,1.0,informational,46.0,2024-07-14,,,,,,left_only,how we influence each other,"how we influence each other, how to influence other, how to influence other, how influence, how influence"
what is group influence,FALSE,,,10,0.008399971035877777,2.0,informational,46.0,2024-07-14,,,,,,left_only,,
how we influence each other,FALSE,,,10,0.008511735809828615,1.0,informational,46.0,2024-07-14,,,,,,left_only,how we influence each other,"how we influence each other, how to influence other, how to influence other, how influence, how influence"
how to influence at work,FALSE,,,10,0.008400961696668905,1.0,informational,47.0,2024-07-14,,,,,,left_only,,
how to influence other,FALSE,,,10,0.008511735809828615,1.0,informational,47.0,2024-07-14,,,,,,left_only,,
what are the top 10 most popular pets?,FALSE,,,10,0.2659486500225821,10.0,commercial,47.0,2024-07-02,,,,,,left_only,,
how to influence at work,FALSE,,,10,0.008400961696668905,1.0,informational,47.0,2024-07-14,,,,,,left_only,,
what are the top 10 most popular pets?,FALSE,,,10,0.45730140915326095,10.0,commercial,47.0,2024-07-02,,,,,,left_only,,
how to influence other,FALSE,,,10,0.008511735809828615,1.0,informational,47.0,2024-07-14,,,,,,left_only,,
peta influence on government,FALSE,,,10,0.012197694427626714,11.0,informational,47.0,2024-06-29,,,,,,left_only,peta influence on government,
famous boxer dog owners,FALSE,,,10,0.007661528098847817,5.0,informational,48.0,2024-06-29,,,,,,left_only,,
famous boxer dog owners,FALSE,,,10,0.010654202264659355,5.0,informational,48.0,2024-06-29,,,,,,left_only,,
famous boxer dog owners,FALSE,,,10,0.0114964679259432,5.0,informational,48.0,2024-06-29,,,,,,left_only,,
great tool,FALSE,,,10,0.004825459887019378,1.0,transactional,48.0,2024-07-09,,,,,,left_only,,
how influence,FALSE,,,10,0.008511735809828615,1.0,informational,49.0,2024-07-14,,,,,,left_only,,
